#{"t_start": 1638987728.3260946, "env_id": "NavOmnibase-v1"}
r,l,t
-6.336512,1000,19.960631
-11.189111,1000,38.613836
-4.800918,1000,56.022089
-21.901072,1000,78.366039
-2.128277,1000,108.303426
-85.020598,1000,127.710174
-2.814202,1000,146.042612
-6.615247,1000,168.747669
-27.907551,1000,194.969449
-9.304794,1000,217.477199
-2.969492,1000,236.065002
-15.503603,1000,256.336864
-5.133706,1000,285.331561
-18.183182,1000,309.228685
-3.508371,1000,328.112806
-4.436092,1000,351.882186
-1.865682,1000,1722.576114
-24.462256,1000,1742.049457
-6.484168,1000,1766.539132
-3.267061,1000,1785.798007
-14.622291,1000,1818.232753
-17.059514,1000,1836.950904
-5.987653,1000,1861.343599
-2.441498,1000,1881.158266
-2.492711,1000,1912.341919
-1.976096,1000,2119.911721
8.043981,375,2130.826351
-5.04858,1000,2151.108597
-2.570492,1000,2175.220627
-2.588858,1000,2202.831862
-2.217167,1000,2227.917444
-4.057481,1000,2249.276601
-3.019448,1000,2274.972026
-14.018632,1000,2305.769179
-3.114348,1000,2331.320141
-5.061866,1000,2352.633826
-21.083494,1000,2378.141419
-18.703298,1000,2406.202303
-4.309974,1000,2430.865499
-3.11891,1000,2628.254212
-17.963295,1000,2649.093927
-3.30098,1000,2677.862418
-8.184058,1000,2700.224279
-2.197724,1000,2721.613355
-4.910478,1000,2748.245965
-2.900047,1000,2778.12203
-13.663962,1000,2804.842006
-5.39653,1000,2827.731514
-3.420994,1000,2852.447882
-16.54916,1000,2886.331477
-6.533,1000,2908.956112
-4.310274,1000,2936.143772
-7.512509,1000,3117.653398
-2.178007,1000,3148.172
-28.855192,1000,3174.7624
-5.606481,1000,3365.252353
-25.462497,1000,3389.928469
-3.908463,1000,3420.513648
-1.600857,1000,3443.56933
-34.014438,1000,3466.761052
-26.187845,1000,3496.33914
-32.16533,1000,3520.267938
-2.03281,1000,3552.362392
-3.188675,1000,3575.94848
-15.976633,1000,3608.288149
-2.238925,1000,3635.336881
-17.861446,1000,3671.739743
-14.057884,1000,3698.494309
-4.626508,1000,3723.945274
-4.703203,1000,3927.865894
-4.336406,1000,3960.848668
-22.447633,1000,4146.612934
-2.277979,1000,4170.91412
-2.153419,1000,4196.050806
-20.840416,1000,4233.660294
-20.989084,1000,4262.062209
-13.034413,1000,4288.323392
-8.196914,1000,4315.429259
-16.243228,1000,4352.315616
-10.288211,1000,4544.740024
-4.616104,1000,4571.334011
-4.26332,1000,4598.881799
-11.467474,1000,4636.81769
-23.035051,1000,4835.245465
-4.855391,1000,4862.857829
-3.123738,1000,4889.492327
-2.265097,1000,4925.19505
-2.610988,1000,4954.503443
-10.293801,1000,4982.00433
-11.474764,1000,5008.325719
