#{"t_start": 1639597188.28052, "env_id": "NavOmnibase-v1"}
r,l,t
-8.361925,1000,20.188908
-6.906779,1000,35.669359
-84.536454,1000,51.832525
-11.874862,1000,68.338686
-15.728703,1000,91.932381
-54.422637,1000,108.479882
-3.332295,1000,124.99088
-3.790841,1000,141.980977
-4.244228,1000,166.120943
-9.787612,1000,183.115227
-44.641481,1000,200.511894
-4.675966,1000,217.379361
-3.410189,1000,241.672437
-6.845868,1000,259.219128
-14.372641,1000,277.401535
-4.058026,1000,295.456421
-19.141082,1000,319.772064
-4.559563,1000,337.964813
-7.157519,1000,356.682958
-4.496585,1000,375.081877
-43.444745,1000,401.216591
-4.116223,1000,420.302716
-64.820943,1000,440.575706
-4.163201,1000,460.155115
-3.572338,1000,487.176207
-3.48788,1000,505.693944
-6.342202,1000,526.719998
-18.38949,1000,546.926175
-3.856832,1000,573.925536
-4.439908,1000,595.417602
-3.571401,1000,614.499948
-6.203214,1000,635.128588
-3.970589,1000,663.826145
-4.741815,1000,684.768872
-4.16113,1000,705.832181
-6.934622,1000,727.865066
-3.200687,1000,754.717403
-9.07795,1000,776.666025
-3.703582,1000,797.278654
-8.176295,1000,818.926924
-3.964302,1000,848.978678
-6.814795,1000,870.882927
-4.876127,1000,891.711504
-4.631465,1000,914.250497
-10.222962,1000,937.383377
-6.810493,1000,967.45656
-4.103556,1000,988.248664
-3.942281,1000,1012.923737
-20.336691,1000,1037.220434
-22.984943,1000,1067.283005
-3.966873,1000,1089.980651
-2.718319,1000,1114.272008
-3.783092,1000,1139.109618
-6.195149,1000,1169.629868
-3.443551,1000,1193.05324
-4.577058,1000,1217.498443
-6.512493,1000,1242.600429
-51.046995,1000,1275.212258
-38.847585,1000,1299.823329
-3.300249,1000,1326.080597
-3.519087,1000,1349.197561
-4.004964,1000,1383.444548
-3.620614,1000,1408.475138
-3.038596,1000,1433.362404
-3.72688,1000,1460.727499
-3.614085,1000,1494.787977
-11.840623,1000,1521.189215
-9.773544,1000,1550.243111
-4.360758,1000,1577.940027
-3.912713,1000,1611.046195
-4.230973,1000,1634.180414
-3.134342,1000,1661.020192
-5.082833,1000,1687.081286
-3.345586,1000,1722.463575
-4.737582,1000,1752.631816
-2.734386,1000,1777.308404
-3.195446,1000,1803.162262
-3.659753,1000,1839.554094
-63.426274,1000,1868.279779
-3.753221,1000,1897.352602
-5.016731,1000,1923.178544
-3.740738,1000,1960.229621
-14.261954,1000,1989.419493
-3.685773,1000,2019.539912
-6.744161,1000,2047.705747
-7.360867,1000,2077.954058
-3.650832,1000,2116.762431
-4.109778,1000,2145.642332
-4.872651,1000,2172.537481
-47.934886,1000,2204.292312
-4.881061,1000,2243.812362
-11.522116,1000,2276.428134
-4.028695,1000,2307.227917
-39.190735,1000,2337.003228
-37.141843,1000,2374.500666
-8.257244,1000,2403.550823
-4.588906,1000,2436.453493
-3.225737,1000,2468.510492
-6.35312,1000,2506.963629
-33.46675,1000,2536.618414
-23.208436,1000,2571.518553
-3.470094,1000,2604.963624
-2.855946,1000,2644.827243
-4.722673,1000,2678.096426
-3.402496,1000,2710.878225
-13.432302,1000,2745.073413
-23.838568,1000,2787.000268
-3.413762,1000,2819.366394
-7.29754,1000,2850.512971
-3.669534,1000,2880.424703
-2.75301,1000,2919.902151
-2.749484,1000,2952.110666
-2.877497,1000,2986.340907
