#{"t_start": 1613319181.04317, "env_id": "PyOmnibase-v0"}
r,l,t
-0.845,1000,173.348653
-3.15,1000,346.819681
2.27,1000,515.906669
-106.785,1000,684.804112
-115.575,1000,877.272388
-123.535,1000,1045.429158
-111.01,1000,1214.283897
-121.675,1000,1386.495121
-137.035,1000,1556.631754
-124.675,1000,1751.744982
-144.93,1000,1926.770372
-118.78,1000,2101.165002
14.634,631,2212.94204
-6.85,1000,2388.218449
21.408,622,2499.445175
21.04,605,2611.222787
-103.155,1000,2788.972782
-120.815,1000,2992.432605
-109.015,1000,3169.279703
10.666,544,3249.892341
-93.37,1000,3446.87342
-95.42,1000,3613.856769
-91.48,1000,3779.53823
12.595,605,3886.02772
-92.55,1000,4059.223188
-76.035,1000,4236.770573
-88.435,1000,4438.32388
-95.24,1000,4615.012774
-95.595,1000,4792.455677
-91.895,1000,4965.606621
-68.07,1000,5140.307932
-187.215,1000,5336.776916
-94.58,1000,5515.37111
-86.425,1000,5697.443045
-73.165,1000,5878.05968
