#{"t_start": 1613275839.1519296, "env_id": "PyOmnibase-v0"}
r,l,t
-17.025,1000,188.893726
-17.405,1000,378.187617
-12.475,1000,570.874136
-15.315,1000,758.946096
-18.8,1000,962.483999
-12.955,1000,1156.689208
-33.04,1000,1320.175978
-79.24,1000,1523.684339
-30.16,1000,1728.065537
-18.125,1000,1932.937141
-18.945,1000,2119.271609
-21.12,1000,2313.880297
0.51,1000,2511.120617
-13.19,1000,2707.84042
-15.075,1000,2929.989324
-14.39,1000,3122.705206
-50.905,1000,3313.188805
-58.685,1000,3505.738889
-52.06,1000,3707.285811
-55.995,1000,3934.812215
-12.395,1000,4133.981038
-10.545,1000,4331.103496
-15.79,1000,4530.938361
-0.135,1000,4728.036607
5.045,1000,4950.252421
8.69,1000,5141.944184
-5.345,1000,5330.731555
20.858,987,5509.691068
19.855,995,5686.160179
17.505,1000,5892.995103
22.009,986,6067.774591
10.561,609,6164.168594
10.5,720,6277.274208
9.577,858,6423.406978
