#{"t_start": 1639264802.1236858, "env_id": "NavOmnibase-v1"}
r,l,t
-22.330604,1000,14.077847
-10.771552,1000,247.590893
-73.210789,1000,263.06791
-2.60185,1000,281.129715
-25.864392,1000,301.445379
-3.63264,1000,321.203604
-3.386333,1000,337.108136
-3.474738,1000,352.70641
-4.563556,1000,372.562935
-3.562438,1000,390.533792
-5.145241,1000,406.640482
-2.9531,1000,426.958659
-4.103077,1000,1885.794135
-5.278921,1000,1903.327065
-4.141101,1000,1924.144831
-3.324739,1000,1945.515121
-64.613414,1000,1967.804824
-3.376389,1000,1984.481372
-3.395285,1000,2003.735074
-5.60883,1000,2022.941414
-64.568102,1000,3378.081877
-37.833919,1000,3396.436558
-76.446216,1000,3416.798018
-2.806739,1000,3609.233928
-3.928102,1000,3632.66769
-3.75919,1000,3651.157189
-8.051761,1000,3672.404181
-74.440529,1000,3692.020238
-3.065571,1000,3715.442672
-2.633351,1000,3733.97169
-2.878606,1000,3758.70651
-3.887713,1000,3958.483605
-21.289949,1000,3984.588316
-48.970359,1000,4169.664006
-24.989465,1000,4190.488078
-48.117075,1000,4212.308008
-34.443429,1000,4239.265263
-22.143968,1000,4260.578624
-37.670507,1000,4454.816706
-48.823195,1000,4475.234958
-43.150498,1000,5695.008827
-81.39257,1000,5716.333775
-2.757139,1000,5737.578367
-2.610657,1000,5759.794074
-21.1981,1000,5781.695528
-66.476578,1000,5808.474879
-49.633947,1000,5834.392536
-66.349895,1000,5859.418223
-2.797138,1000,5881.846027
-2.98249,1000,5909.473773
-3.124487,1000,6079.923018
-2.970389,1000,6103.036216
-2.59122,1000,6124.759638
-3.700388,1000,6153.159516
-3.130766,1000,6324.861708
-2.88727,1000,6348.259688
-20.737413,1000,6371.935624
-39.441831,1000,6401.705857
-29.002415,1000,6427.526801
-2.864433,1000,6453.476573
-3.888257,1000,6642.240971
-3.902676,1000,6670.589293
-2.63904,1000,6865.189066
-2.948026,1000,6887.858963
-2.799531,1000,6912.22496
-5.021746,1000,6942.931288
-3.75526,1000,6966.906322
-3.007823,1000,6991.704675
-69.508298,1000,7016.895817
-11.055534,1000,7045.976271
-58.782527,1000,7228.920318
-2.841201,1000,7254.373564
-2.811021,1000,7279.123999
-2.846206,1000,8355.830247
-2.996054,1000,8384.045937
-4.211326,1000,8410.210461
-16.080469,1000,8437.200971
-4.561546,1000,8470.003192
-2.936432,1000,8496.66442
-4.667314,1000,8524.029717
-3.852062,1000,8551.626735
-3.19481,1000,8586.095952
-3.278223,1000,8615.449609
-2.795935,1000,8642.46537
-2.947392,1000,8672.054831
-3.173868,1000,8853.260573
-58.526418,1000,8882.976494
-68.574706,1000,8911.692959
-70.499239,1000,8941.878929
-56.422053,1000,8970.213802
-66.085671,1000,9004.330822
-64.017379,1000,9034.069699
-65.130795,1000,9060.905924
-10.361966,1000,9088.704971
-3.292838,1000,10128.871962
-3.605506,1000,10158.72463
-3.994445,1000,10188.579161
-3.784638,1000,10219.155043
-53.582915,1000,11194.472317
-38.823063,1000,11226.264959
-57.305869,1000,11421.457131
-10.381351,1000,11456.896941
-13.778929,1000,11492.183141
-59.124236,1000,11525.292547
-64.329944,1000,11560.700854
-12.673864,1000,11591.404026
-29.32424,1000,11626.250295
-5.399678,1000,11657.175688
-4.998247,1000,11687.042363
-34.564382,1000,11719.841077
-13.269054,1000,11757.966532
-45.921655,1000,11788.05419
-7.228506,1000,11820.22782
-26.686367,1000,11862.033015
-7.034185,1000,11903.366451
-59.247448,1000,11936.960809
-88.699787,1000,11968.691413
-80.611648,1000,12003.652817
-53.865099,1000,12044.615274
-3.552444,1000,12077.112867
-2.645733,1000,12110.227905
-2.450792,1000,12142.903431
-44.9068,1000,12183.769279
-53.799834,1000,12377.447419
-38.347304,1000,12413.986721
-2.573966,1000,12449.239137
-3.005091,1000,12488.154644
-3.770478,1000,12519.732616
-53.101907,1000,12552.079523
-5.687156,1000,12584.9316
-8.363224,1000,12618.039076
-35.374665,1000,12657.252585
-2.995685,1000,12696.775939
-3.553461,1000,12731.838065
-49.919911,1000,12765.635936
-53.17635,1000,12807.331055
-3.182129,1000,12843.901519
-53.091633,1000,13029.157516
-7.504861,1000,13065.557585
-31.698893,1000,13114.372684
-12.094636,1000,13155.292559
-32.639826,1000,13194.538842
-7.278686,1000,13230.386461
-32.416049,1000,13274.544826
-14.610337,1000,13309.009301
-44.788574,1000,13492.695457
-43.682269,1000,13532.277631
-54.809252,1000,14475.715785
-11.626189,1000,14513.286821
-3.340747,1000,14548.542982
-50.235332,1000,14586.094936
-4.320823,1000,14628.775312
-4.560742,1000,14669.118606
-2.924992,1000,14710.953827
-3.319682,1000,14750.635035
-3.125662,1000,14793.715939
-3.927507,1000,14829.411508
-4.320261,1000,14869.383202
-3.433532,1000,15041.251386
-3.384314,1000,15086.848834
-3.255796,1000,15127.299373
-2.933222,1000,15170.627236
-2.750525,1000,15356.283795
-3.155818,1000,15397.714188
-35.503391,1000,15435.742599
-80.390046,1000,15474.688165
-5.267529,1000,15517.542433
-49.346225,1000,15556.569345
-3.192529,1000,15595.819734
-41.224084,1000,15765.514922
-6.503266,1000,15811.254609
-7.500138,1000,15859.340354
-59.58139,1000,15904.023621
-48.939636,1000,15943.176535
-3.265625,1000,16123.18712
