#{"t_start": 1613291519.241121, "env_id": "PyOmnibase-v0"}
r,l,t
-122.525,1000,176.298031
-123.645,1000,349.513858
-126.525,1000,516.298733
-50.89,1000,680.483409
-38.13,1000,866.694143
-28.29,1000,1023.269865
-29.005,1000,1177.337323
-28.775,1000,1326.274135
-35.215,1000,1452.758694
-36.18,1000,1622.469238
-30.25,1000,1777.633123
-43.395,1000,1932.293048
-39.905,1000,2089.6335
-48.195,1000,2239.930763
-5.255,1000,2411.917196
-3.86,1000,2567.645374
-8.715,1000,2727.821871
-7.42,1000,2888.498284
-9.295,1000,3049.791821
-29.165,1000,3234.106867
-2.585,1000,3398.398306
-5.37,1000,3559.504282
-26.685,1000,3722.178038
-26.29,1000,3882.699021
-5.85,1000,4062.060667
0.745,1000,4219.357724
-2.97,1000,4375.637615
0.505,1000,4531.434774
0.5,1000,4685.499352
-38.535,1000,4859.199971
-153.42,1000,5013.324283
2.12,1000,5166.324133
