#{"t_start": 1639222360.7866073, "env_id": "NavOmnibase-v1"}
r,l,t
-18.433498,1000,13.655001
-30.752046,1000,28.05929
-27.962246,1000,42.274497
-42.289679,779,53.514961
-55.262241,1000,71.892178
-21.834011,1000,86.52943
-21.249705,1000,101.464046
-20.766429,1000,115.98936
-44.064153,1000,134.992763
-16.469171,1000,149.511039
-16.597853,1000,164.751654
-6.15315,1000,179.37273
-12.748479,1000,198.842967
-12.501613,1000,213.763681
-5.235602,1000,229.266012
-16.581841,1000,244.648226
-21.21755,1000,264.185424
-48.760153,1000,279.823153
-18.613534,1000,296.476285
-32.179374,1000,313.2675
-14.740009,1000,334.317688
-48.729883,1000,351.122704
-5.92516,1000,367.856419
-20.626744,1000,384.742023
-20.395077,1000,406.078641
-6.179793,1000,422.608024
-38.487009,1000,440.5366
-21.20779,1000,457.967566
-15.951125,1000,479.816271
-15.097046,1000,497.312763
-24.156639,1000,515.703374
-14.475634,1000,533.465126
-12.360236,1000,555.682033
-17.255464,1000,573.586426
-49.270517,1000,592.707722
-17.50735,1000,610.006168
-12.759482,1000,629.981828
-6.320011,1000,652.177623
-11.457877,1000,671.579923
-23.491751,1000,692.082108
-28.083332,1000,711.1769
-11.089216,1000,734.777109
-6.027173,1000,754.598515
-4.731162,1000,774.545949
-9.578565,1000,793.496954
-22.661469,1000,817.876426
-60.885125,1000,837.671341
-11.476437,1000,858.349358
-8.360728,1000,879.373436
-13.51114,1000,903.624297
-20.656433,1000,923.948847
-5.719368,1000,943.069685
-13.045933,1000,966.004035
-10.318765,1000,989.14118
-70.385165,1000,1012.152381
-5.899939,1000,1034.542005
-78.639385,1000,1056.082191
-47.519136,1000,1080.697697
-20.544626,1000,1103.777666
-24.740203,1000,1125.803136
-10.157222,1000,1148.712208
-15.125489,1000,1175.175034
-5.723529,1000,1197.70351
-10.828567,1000,1221.378373
-50.627557,1000,1244.223379
-5.448975,1000,1269.936958
-28.719822,1000,1291.382964
-6.978797,1000,1313.576241
-20.402233,1000,1339.396807
-16.247437,1000,1366.99746
-17.898448,1000,1391.478356
-6.674862,1000,1415.704911
-23.615999,1000,1439.969781
-15.963826,1000,1468.742493
-61.111093,1000,1493.131802
-8.186946,1000,1517.380543
-63.179442,1000,1543.709904
-12.689528,1000,1568.962976
-50.570947,1000,1597.557232
-12.289483,1000,1621.922588
-64.835985,1000,1649.011258
-17.106102,1000,1675.155572
-17.183654,1000,1702.542089
-29.503574,1000,1729.387545
-22.019397,1000,1752.779544
-53.112226,1000,1777.035674
-16.22123,1000,1805.153
-50.390595,1000,1834.017382
-20.952643,1000,1860.553005
-5.646017,1000,1886.0381
-5.325519,1000,1917.026006
-22.157124,1000,1943.184822
-17.907795,1000,1971.202444
-22.885763,1000,2000.593283
-5.676843,1000,2031.176619
-18.068335,1000,2059.018823
-22.946876,1000,2084.914341
-22.06911,1000,2110.832642
-23.821328,1000,2140.506204
-26.002576,1000,2170.407488
-25.259765,1000,2199.612475
-20.335879,1000,2225.566966
-19.102967,1000,2257.436498
-25.992394,1000,2286.595731
-42.98831,1000,2314.120272
-17.119929,1000,2340.056805
-14.886814,1000,2369.958708
-30.64493,1000,2399.000721
-22.061818,1000,2426.975155
-19.052649,1000,2459.812742
-82.43906,1000,2493.632121
-4.629095,1000,2527.000243
-3.553841,1000,2554.145529
-10.001471,1000,2583.292848
-3.122038,1000,2617.049483
-19.799075,1000,2645.57899
-14.216828,1000,2674.553272
-6.134064,1000,2701.519546
-24.652091,1000,2729.977673
-55.149652,1000,2761.131187
-6.169915,1000,2790.401962
-56.191971,1000,2824.121799
-5.195664,1000,2854.825268
-10.1719,1000,2891.890753
-15.971671,1000,2926.004013
-55.092548,1000,2955.866521
-4.742305,1000,2990.353317
-61.18603,1000,3022.65534
-4.877736,1000,3054.939106
-62.497489,1000,3088.536794
-17.085176,1000,3120.168718
-13.255701,1000,3160.703328
-6.182811,1000,3192.144151
-28.724138,1000,3222.02898
-60.569517,1000,3254.603921
-5.484825,1000,3293.464507
-11.637092,1000,3325.85224
-7.310588,1000,3360.758701
-8.028353,1000,3395.501268
-5.704437,1000,3437.34355
-9.511005,1000,3469.410032
-31.804372,1000,3507.081386
-5.371995,1000,3542.869646
-26.224367,1000,3584.973562
-11.295631,1000,3618.39357
-41.857434,1000,3653.999145
-4.603055,1000,3691.694118
-35.213792,1000,3728.541012
-14.118661,1000,3763.143245
