#{"t_start": 1613412608.3957593, "env_id": "PyOmnibase-v0"}
r,l,t
-86.969,924,119.263625
-14.323,218,155.840638
-21.709,724,272.142841
-177.65,1000,459.06602
-140.02,1000,621.964425
-89.985,1000,784.606469
-20.888,453,871.832494
-12.601,436,937.167445
-82.66,1000,1101.843165
-33.205,1000,1263.704149
-72.27,1000,1448.606398
-48.49,1000,1610.494104
-94.64,1000,1774.976154
-110.205,1000,1934.975508
-70.48,1000,2101.673255
11.186,499,2195.749676
-90.845,1000,2355.067993
-56.79,1000,2519.973469
-111.47,1000,2705.386678
-11.56,1000,2865.267154
-65.705,1000,3020.976061
-88.295,1000,3180.325105
-42.91,1000,3343.097336
-100.02,1000,3528.18878
-2.18,1000,3691.877047
-87.71,1000,3851.777126
-50.73,1000,4014.422467
16.822,783,4156.311123
-26.27,680,4267.287263
-112.32,1000,4431.199921
-103.46,1000,4594.050823
-24.82,1000,4779.199903
-68.98,1000,4939.127848
-68.45,1000,5102.520117
