#{"t_start": 1613357819.391573, "env_id": "PyOmnibase-v0"}
r,l,t
13.99,400,50.990018
13.857,453,101.672564
14.171,314,137.163553
13.659,291,170.898924
14.202,273,201.91166
13.488,467,275.566816
-4.468,298,305.013135
-196.195,1000,459.805052
-147.045,1000,592.29427
-91.115,1000,724.300944
-54.46,1000,859.607439
-121.495,1000,1001.936228
-105.87,1000,1144.301485
-203.36,1000,1291.837056
-169.08,1000,1433.65902
-222.06,1000,1581.226743
-148.58,1000,1739.571849
-130.07,1000,1889.654513
-190.5,1000,2032.807123
-206.24,1000,2183.665489
-169.95,1000,2333.508324
-202.23,1000,2501.315014
-201.64,1000,2650.914914
-6.715,545,2715.280066
-182.08,1000,2834.602427
-195.71,1000,2948.694094
-44.587,927,3053.964689
-180.095,1000,3174.151962
-48.88,1000,3289.285763
-51.866,521,3351.397605
-44.339,529,3418.623053
-87.128,738,3502.600407
-180.095,1000,3617.731411
-65.122,637,3690.696932
-110.394,799,3785.414224
-108.035,1000,3900.242024
