#{"t_start": 1613357819.3823895, "env_id": "PyOmnibase-v0"}
r,l,t
14.346,319,43.001277
13.489,351,82.890248
13.5,450,132.037718
13.583,387,175.422646
13.652,443,236.010419
14.398,242,274.745764
-9.043,308,317.898772
-202.71,1000,460.421872
-105.535,1000,592.875781
-105.095,1000,724.880891
-118.32,1000,860.281997
-187.57,1000,1002.534743
-159.85,1000,1144.887825
-177.795,1000,1292.442131
-64.675,1000,1434.240389
-64.32,1000,1581.823935
-195.29,1000,1740.437707
-183.35,1000,1890.5193
-170.64,1000,2033.662826
-205.81,1000,2184.527109
-230.525,1000,2334.19855
-190.11,1000,2501.915826
-202.54,1000,2651.531425
-22.168,433,2698.348219
-181.12,1000,2816.222167
-175.035,1000,2938.474334
-201.475,1000,3050.355214
-20.216,651,3129.624198
-27.201,481,3183.113785
-43.852,477,3242.847025
-38.04,475,3294.344533
-184.72,1000,3418.298001
-139.897,892,3524.768328
-154.745,1000,3639.651636
-116.214,844,3730.990009
-43.304,524,3793.892992
-113.18,1000,3908.713651
