#{"t_start": 1613311684.207661, "env_id": "PyOmnibase-v0"}
r,l,t
0.725,1000,166.096998
1.8,1000,329.263303
5.335,1000,486.069589
2.25,1000,649.055679
5.13,1000,833.043702
3.545,1000,994.207008
3.385,1000,1156.41384
3.895,1000,1317.207988
16.787,938,1469.638666
-132.995,1000,1630.190026
-132.085,1000,1814.77205
-125.01,1000,1976.846163
7.65,1000,2140.41409
13.891,789,2260.178887
-116.77,1000,2443.512225
-88.155,1000,2605.178179
-105.915,1000,2767.781348
5.582,683,2877.84355
-114.025,1000,3060.555534
-109.89,1000,3222.50723
-85.92,1000,3383.660713
-93.355,1000,3547.354696
-93.385,1000,3714.232883
-93.12,1000,3898.344949
-89.495,1000,4060.494485
-112.145,1000,4223.678113
-93.775,1000,4386.555575
-49.875,1000,4548.697077
-53.95,1000,4733.099227
-48.12,1000,4897.210184
-107.66,1000,5060.434584
-111.02,1000,5224.570804
-84.6,1000,5388.147685
-25.085,1000,5572.899938
