#{"t_start": 1642437985.2179823, "env_id": "NavOmnibase-v1"}
r,l,t
-149.512647,1000,26.671181
9.98307,9,28.391748
-141.105692,1000,44.376892
-438.936208,1000,61.230838
-201.59861,1000,78.264222
-157.982427,1000,103.258055
-33.564606,434,112.734938
-101.453707,1000,129.948332
-182.000716,1000,147.818219
-112.265424,1000,172.163384
-186.058901,1000,190.786821
-62.936357,1000,209.581527
-123.264891,1000,227.617457
-276.475453,1000,252.016093
-488.43093,1000,269.205499
-463.121653,1000,289.047624
-427.404385,1000,309.301351
-297.634855,1000,334.822627
-555.924115,1000,353.15616
-220.163183,1000,373.618053
-466.243024,1000,395.624748
-358.178658,1000,416.754933
-461.726769,1000,442.393438
-556.887868,1000,461.772733
-490.762554,1000,481.038322
-491.902535,1000,501.314939
-126.883615,1000,531.263657
-573.780859,1000,553.640123
-298.263234,1000,573.759006
-488.547648,1000,596.859904
3.16999,59,605.704914
-238.929207,1000,636.877388
-492.134577,1000,660.704711
-321.270677,1000,684.072256
-374.566819,1000,707.667442
-330.324914,1000,737.99837
-314.55535,1000,760.425928
-424.576876,1000,782.409248
-225.289286,1000,807.553511
-6.74823,1000,837.913064
-351.182883,1000,862.029928
-492.66401,1000,885.554049
-501.958846,1000,907.994038
-600.489287,1000,939.231935
-418.335432,1000,964.796647
-445.852109,1000,989.866001
-372.809768,1000,1014.946719
-6.8353,1000,1045.511464
-87.427355,1000,1071.704729
-481.398602,1000,1099.528873
-209.115568,1000,1128.621484
-383.906367,1000,1167.840542
-341.737925,1000,1193.157681
-145.200595,1000,1219.85222
-94.639576,1000,1247.429359
-296.276732,1000,1283.757175
-231.86108,1000,1310.130569
-389.665253,1000,1337.376276
-195.102975,1000,1363.964365
-278.396494,1000,1402.011379
-218.361924,1000,1430.275029
-259.52758,1000,1462.830586
-488.509218,1000,1493.324769
-302.016322,1000,1529.602712
-94.82223,1000,1558.097388
-204.398102,1000,1588.537398
-161.497178,1000,1618.921158
-164.295486,1000,1647.981761
-68.067146,1000,1685.570618
-99.006385,1000,1716.989632
-156.749485,1000,1745.675472
-239.15387,1000,1775.329895
-418.072545,1000,1813.003316
-374.898517,1000,1842.350776
-248.256394,1000,1871.304215
-180.689313,1000,1905.149719
-406.77472,1000,1943.979491
-327.796338,1000,1976.311969
-175.926658,1000,2008.861423
-52.963125,1000,2041.715031
-58.167093,1000,2082.304127
-124.998709,1000,2111.658415
-60.317442,1000,2145.335407
-429.901133,1000,2177.623757
-338.682873,1000,2218.531552
-100.064701,1000,2253.369588
-300.014852,1000,2289.106452
-164.442419,1000,2323.551911
-295.243849,1000,2366.451072
-481.354072,1000,2403.638794
-149.849857,1000,2439.489408
-69.066423,1000,2476.346324
-158.100683,1000,2520.701231
-312.913935,1000,2557.452039
-202.168872,1000,2593.404432
-225.731287,1000,2628.416657
-364.130019,1000,2674.261461
-81.079938,1000,2710.925985
-166.287478,1000,2745.609465
-314.456517,1000,2783.736589
